"TimeWindow","Topic","Discipline","Weight"
"1996_2000","44","Physical Geography",13
"1996_2000","44","Physics",1
"1996_2000","44","Physiology",12
"1996_2000","44","Planning & Development",1
"1996_2000","44","Plant Sciences",52
"1996_2000","44","Psychology",1
"1996_2000","44","Public Administration",1
"1996_2000","44","Public, Environmental & Occupational Health",4
"1996_2000","44","Radiology, Nuclear Medicine & Medical Imaging",1
"1996_2000","44","Remote Sensing",2
"1996_2000","44","Science & Technology - Other Topics",15
"1996_2000","44","Social Sciences",1
"1996_2000","44","Sociology",1
"1996_2000","44","Soil Science",6
"1996_2000","44","Spectroscopy",1
"1996_2000","44","Thermodynamics",1
"1996_2000","44","Toxicology",8
"1996_2000","44","Tropical Medicine",5
"1996_2000","44","Urban Studies",1
"1996_2000","44","Urology & Nephrology",1
"1996_2000","44","Veterinary Sciences",3
"1996_2000","44","Virology",7
"1996_2000","44","Water Resources",11
"1996_2000","44","Zoology",23
"2001_2005","44","Agriculture",10
"2001_2005","44","Agronomy",4
"2001_2005","44","Anatomy & Morphology",2
"2001_2005","44","Anthropology",2
"2001_2005","44","Behavioral Sciences",1
"2001_2005","44","Biochemical Research Methods",7
"2001_2005","44","Biochemistry & Molecular Biology",56
"2001_2005","44","Biodiversity Conservation",29
"2001_2005","44","Biology",16
"2001_2005","44","Biomedical Social Sciences",1
"2001_2005","44","Biophysics",8
"2001_2005","44","Biotechnology & Applied Microbiology",36
"2001_2005","44","Business",3
"2001_2005","44","Cell Biology",16
"2001_2005","44","Chemistry",11
"2001_2005","44","Clinical Neurology",1
"2001_2005","44","Computer Science",6
"2001_2005","44","Crystallography",1
"2001_2005","44","Developmental Biology",3
"2001_2005","44","Ecology",147
"2001_2005","44","Economics",3
"2001_2005","44","Electrochemistry",1
"2001_2005","44","Energy & Fuels",3
"2001_2005","44","Engineering",13
"2001_2005","44","Entomology",11
"2001_2005","44","Environmental Studies",5
"2001_2005","44","Evolutionary Biology",31
"2001_2005","44","Fisheries",14
"2001_2005","44","Food Science & Technology",4
"2001_2005","44","Forestry",31
"2001_2005","44","Gastroenterology & Hepatology",1
"2001_2005","44","General & Internal Medicine",1
"2001_2005","44","Genetics & Heredity",36
"2001_2005","44","Geography",20
"2001_2005","44","Geology",33
"2001_2005","44","Geosciences, Multidisciplinary",27
"2001_2005","44","Geriatrics & Gerontology",1
"2001_2005","44","History",1
"2001_2005","44","Horticulture",1
"2001_2005","44","Imaging Science & Photographic Technology",1
"2001_2005","44","Immunology",14
"2001_2005","44","Infectious Diseases",5
"2001_2005","44","Language & Linguistics",1
"2001_2005","44","Life Sciences & Biomedicine - Other Topics",16
"2001_2005","44","Limnology",9
"2001_2005","44","Linguistics",1
"2001_2005","44","Marine & Freshwater Biology",92
"2001_2005","44","Mathematical & Computational Biology",2
"2001_2005","44","Medicine, General & Internal",1
"2001_2005","44","Medicine, Research & Experimental",2
"2001_2005","44","Meteorology & Atmospheric Sciences",3
"2001_2005","44","Microbiology",68
"2001_2005","44","Multidisciplinary Sciences",18
"2001_2005","44","Mycology",8
"2001_2005","44","Neurosciences",2
"2001_2005","44","Nuclear Science & Technology",1
"2001_2005","44","Obstetrics & Gynecology",1
"2001_2005","44","Oceanography",29
"2001_2005","44","Oncology",1
"2001_2005","44","Optics",1
"2001_2005","44","Ornithology",1
"2001_2005","44","Paleontology",25
"2001_2005","44","Parasitology",9
"2001_2005","44","Pharmacology & Pharmacy",5
"2001_2005","44","Physical Geography",20
"2001_2005","44","Physics",1
"2001_2005","44","Physiology",5
"2001_2005","44","Plant Sciences",42
"2001_2005","44","Public, Environmental & Occupational Health",2
"2001_2005","44","Reproductive Biology",1
"2001_2005","44","Research & Experimental Medicine",2
"2001_2005","44","Respiratory System",1
"2001_2005","44","Science & Technology - Other Topics",18
"2001_2005","44","Social Sciences",1
"2001_2005","44","Sociology",2
"2001_2005","44","Soil Science",3
"2001_2005","44","Sport Sciences",1
"2001_2005","44","Thermodynamics",1
"2001_2005","44","Toxicology",8
"2001_2005","44","Tropical Medicine",1
"2001_2005","44","Virology",11
"2001_2005","44","Water Resources",15
"2001_2005","44","Zoology",14
"2006_2012","44","Agriculture",5
"2006_2012","44","Agronomy",3
"2006_2012","44","Behavioral Sciences",3
"2006_2012","44","Biochemistry & Molecular Biology",21
"2006_2012","44","Biodiversity Conservation",14
"2006_2012","44","Biology",8
"2006_2012","44","Biotechnology & Applied Microbiology",17
"2006_2012","44","Cell Biology",1
"2006_2012","44","Chemistry",5
"2006_2012","44","Computer Science",2
"2006_2012","44","Developmental Biology",2
"2006_2012","44","Ecology",67
"2006_2012","44","Electrochemistry",1
"2006_2012","44","Energy & Fuels",1
"2006_2012","44","Engineering",5
"2006_2012","44","Entomology",4
"2006_2012","44","Environmental Studies",1
"2006_2012","44","Evolutionary Biology",13
"2006_2012","44","Fisheries",7
"2006_2012","44","Food Science & Technology",5
"2006_2012","44","Forestry",10
"2006_2012","44","Gastroenterology & Hepatology",2
"2006_2012","44","Genetics & Heredity",15
"2006_2012","44","Geography",14
"2006_2012","44","Geology",10
"2006_2012","44","Geosciences, Multidisciplinary",9
"2006_2012","44","Immunology",8
"2006_2012","44","Infectious Diseases",1
"2006_2012","44","Integrative & Complementary Medicine",2
"2006_2012","44","Life Sciences & Biomedicine - Other Topics",8
"2006_2012","44","Marine & Freshwater Biology",24
"2006_2012","44","Mathematical & Computational Biology",3
"2006_2012","44","Medicine, Research & Experimental",1
"2006_2012","44","Microbiology",35
"2006_2012","44","Multidisciplinary Sciences",4
"2006_2012","44","Mycology",3
"2006_2012","44","Neurosciences",2
"2006_2012","44","Oceanography",10
"2006_2012","44","Paleontology",9
"2006_2012","44","Parasitology",3
"2006_2012","44","Pharmacology & Pharmacy",3
"2006_2012","44","Physical Geography",13
"2006_2012","44","Physiology",2
"2006_2012","44","Plant Sciences",23
"2006_2012","44","Public, Environmental & Occupational Health",3
"2006_2012","44","Reproductive Biology",1
"2006_2012","44","Research & Experimental Medicine",1
"2006_2012","44","Science & Technology - Other Topics",4
"2006_2012","44","Soil Science",2
"2006_2012","44","Toxicology",2
"2006_2012","44","Tropical Medicine",2
"2006_2012","44","Veterinary Sciences",9
"2006_2012","44","Water Resources",3
"2006_2012","44","Zoology",7
"1990_1995","45","Agriculture",2
"1990_1995","45","Agronomy",1
"1990_1995","45","Biology",2
"1990_1995","45","Biotechnology & Applied Microbiology",2
"1990_1995","45","Ecology",6
"1990_1995","45","Engineering",1
"1990_1995","45","Evolutionary Biology",2
"1990_1995","45","Genetics & Heredity",1
"1990_1995","45","Geology",1
"1990_1995","45","Horticulture",1
"1990_1995","45","Immunology",1
"1990_1995","45","Life Sciences & Biomedicine - Other Topics",2
"1990_1995","45","Marine & Freshwater Biology",2
"1990_1995","45","Mathematical & Computational Biology",1
"1990_1995","45","Microbiology",4
"1990_1995","45","Neurosciences",1
"1990_1995","45","Oceanography",2
"1990_1995","45","Paleontology",1
"1990_1995","45","Plant Sciences",2
"1990_1995","45","Reproductive Biology",1
"1990_1995","45","Veterinary Sciences",1
"1996_2000","45","Agriculture",32
"1996_2000","45","Agronomy",23
"1996_2000","45","Anatomy & Morphology",2
"1996_2000","45","Anthropology",2
"1996_2000","45","Behavioral Sciences",3
"1996_2000","45","Biochemical Research Methods",3
"1996_2000","45","Biochemistry & Molecular Biology",29
"1996_2000","45","Biodiversity Conservation",28
"1996_2000","45","Biology",9
"1996_2000","45","Biophysics",5
"1996_2000","45","Biotechnology & Applied Microbiology",28
"1996_2000","45","Business",3
"1996_2000","45","Cell Biology",13
"1996_2000","45","Chemistry",16
"1996_2000","45","Computer Science",3
"1996_2000","45","Developmental Biology",2
"1996_2000","45","Ecology",118
"1996_2000","45","Economics",3
"1996_2000","45","Engineering",4
"1996_2000","45","Entomology",1
"1996_2000","45","Environmental Studies",12
"1996_2000","45","Evolutionary Biology",15
"1996_2000","45","Fisheries",4
"1996_2000","45","Food Science & Technology",1
"1996_2000","45","Forestry",19
"1996_2000","45","Genetics & Heredity",29
"1996_2000","45","Geography",23
"1996_2000","45","Geology",17
"1996_2000","45","Geosciences, Multidisciplinary",11
"1996_2000","45","Hematology",1
"1996_2000","45","Horticulture",15
"1996_2000","45","Immunology",18
"1996_2000","45","Infectious Diseases",8
"1996_2000","45","Integrative & Complementary Medicine",3
"1996_2000","45","Life Sciences & Biomedicine - Other Topics",9
"1996_2000","45","Limnology",2
"1996_2000","45","Marine & Freshwater Biology",29
"1996_2000","45","Mathematics",1
"1996_2000","45","Medical Subscience",1
"1996_2000","45","Medicine, Research & Experimental",1
"1996_2000","45","Microbiology",70
"1996_2000","45","Microscopy",2
"1996_2000","45","Mining & Mineral Processing",1
"1996_2000","45","Multidisciplinary Sciences",17
"1996_2000","45","Mycology",3
"1996_2000","45","Neurosciences",3
"1996_2000","45","Oceanography",6
"1996_2000","45","Oncology",1
"1996_2000","45","Ornithology",1
"1996_2000","45","Paleontology",13
"1996_2000","45","Parasitology",1
"1996_2000","45","Pathology",2
"1996_2000","45","Pharmacology & Pharmacy",8
"1996_2000","45","Physical Geography",22
"1996_2000","45","Plant Sciences",64
"1996_2000","45","Polymer Science",1
"1996_2000","45","Psychology",1
"1996_2000","45","Remote Sensing",1
"1996_2000","45","Research & Experimental Medicine",1
"1996_2000","45","Science & Technology - Other Topics",17
"1996_2000","45","Soil Science",4
"1996_2000","45","Statistics & Probability",1
"1996_2000","45","Toxicology",4
"1996_2000","45","Urban Studies",8
"1996_2000","45","Veterinary Sciences",4
"1996_2000","45","Virology",6
"1996_2000","45","Water Resources",2
"1996_2000","45","Zoology",13
"2001_2005","45","Agriculture",50
"2001_2005","45","Agronomy",20
"2001_2005","45","Anatomy & Morphology",1
"2001_2005","45","Anthropology",2
"2001_2005","45","Astronomy & Astrophysics",1
"2001_2005","45","Behavioral Sciences",3
"2001_2005","45","Biochemical Research Methods",6
"2001_2005","45","Biochemistry & Molecular Biology",58
"2001_2005","45","Biodiversity Conservation",73
"2001_2005","45","Biology",33
"2001_2005","45","Biophysics",1
"2001_2005","45","Biotechnology & Applied Microbiology",42
"2001_2005","45","Business",6
"2001_2005","45","Cell Biology",8
"2001_2005","45","Chemistry",26
"2001_2005","45","Computer Science",10
"2001_2005","45","Crystallography",1
"2001_2005","45","Developmental Biology",2
"2001_2005","45","Ecology",355
"2001_2005","45","Economics",5
"2001_2005","45","Education",1
"2001_2005","45","Endocrinology & Metabolism",1
"2001_2005","45","Engineering",10
"2001_2005","45","Entomology",22
"2001_2005","45","Environmental Studies",23
"2001_2005","45","Ethics",1
"2001_2005","45","Evolutionary Biology",54
"2001_2005","45","Fisheries",14
"2001_2005","45","Food Science & Technology",7
"2001_2005","45","Forestry",67
"2001_2005","45","Genetics & Heredity",37
"2001_2005","45","Geochemistry & Geophysics",1
"2001_2005","45","Geography",72
"2001_2005","45","Geology",37
"2001_2005","45","Geosciences, Multidisciplinary",35
"2001_2005","45","History",3
"2001_2005","45","Horticulture",11
"2001_2005","45","Imaging Science & Photographic Technology",3
"2001_2005","45","Immunology",12
"2001_2005","45","Infectious Diseases",9
"2001_2005","45","Information Science & Library Science",1
"2001_2005","45","Legal Medicine",1
"2001_2005","45","Life Sciences & Biomedicine - Other Topics",33
"2001_2005","45","Limnology",19
"2001_2005","45","Management",1
"2001_2005","45","Marine & Freshwater Biology",102
"2001_2005","45","Materials Science",1
"2001_2005","45","Mathematical & Computational Biology",3
"2001_2005","45","Mathematics",7
"2001_2005","45","Medical Subscience",2
"2001_2005","45","Medicine, Legal",1
"2001_2005","45","Medicine, Research & Experimental",2
"2001_2005","45","Meteorology & Atmospheric Sciences",3
"2001_2005","45","Microbiology",113
"2001_2005","45","Multidisciplinary Sciences",22
"2001_2005","45","Mycology",13
"2001_2005","45","Neurosciences",5
"2001_2005","45","Oceanography",35
"2001_2005","45","Oncology",2
"2001_2005","45","Operations Research & Management Science",3
"2001_2005","45","Optics",1
"2001_2005","45","Ornithology",1
"2001_2005","45","Paleontology",31
"2001_2005","45","Parasitology",4
"2001_2005","45","Pathology",1
"2001_2005","45","Pediatrics",1
"2001_2005","45","Pharmacology & Pharmacy",6
"2001_2005","45","Physical Geography",71
"2001_2005","45","Physics",3
"2001_2005","45","Physiology",5
"2001_2005","45","Planning & Development",1
"2001_2005","45","Plant Sciences",112
"2001_2005","45","Public Administration",1
"2001_2005","45","Public, Environmental & Occupational Health",5
"2001_2005","45","Remote Sensing",4
"2001_2005","45","Research & Experimental Medicine",2
"2001_2005","45","Respiratory System",1
"2001_2005","45","Science & Technology - Other Topics",22
"2001_2005","45","Social Sciences",1
"2001_2005","45","Sociology",1
"2001_2005","45","Soil Science",9
"2001_2005","45","Spectroscopy",1
"2001_2005","45","Statistics & Probability",4
"2001_2005","45","Toxicology",4
"2001_2005","45","Tropical Medicine",3
"2001_2005","45","Urban Studies",6
"2001_2005","45","Veterinary Sciences",5
"2001_2005","45","Virology",8
"2001_2005","45","Water Resources",9
"2001_2005","45","Zoology",43
"2006_2012","45","Agriculture",30
"2006_2012","45","Agronomy",13
"2006_2012","45","Anthropology",2
"2006_2012","45","Behavioral Sciences",2
"2006_2012","45","Biochemical Research Methods",16
"2006_2012","45","Biochemistry & Molecular Biology",54
"2006_2012","45","Biodiversity Conservation",56
"2006_2012","45","Biology",19
"2006_2012","45","Biophysics",6
"2006_2012","45","Biotechnology & Applied Microbiology",38
"2006_2012","45","Business",2
"2006_2012","45","Cell Biology",7
"2006_2012","45","Chemistry",32
"2006_2012","45","Computer Science",8
"2006_2012","45","Crystallography",2
"2006_2012","45","Dentistry, Oral Surgery & Medicine",1
"2006_2012","45","Developmental Biology",2
"2006_2012","45","Ecology",256
"2006_2012","45","Economics",2
"2006_2012","45","Education",1
"2006_2012","45","Engineering",6
"2006_2012","45","Entomology",8
"2006_2012","45","Environmental Studies",15
"2006_2012","45","Evolutionary Biology",37
"2006_2012","45","Fisheries",7
"2006_2012","45","Food Science & Technology",8
"2006_2012","45","Forestry",43
"2006_2012","45","Genetics & Heredity",37
"2006_2012","45","Geography",46
"2006_2012","45","Geology",31
"2006_2012","45","Geosciences, Multidisciplinary",30
"2006_2012","45","Hematology",1
"2006_2012","45","History",1
"2006_2012","45","Horticulture",4
"2006_2012","45","Imaging Science & Photographic Technology",2
"2006_2012","45","Immunology",2
"2006_2012","45","Infectious Diseases",1
"2006_2012","45","Life Sciences & Biomedicine - Other Topics",19
"2006_2012","45","Limnology",8
"2006_2012","45","Marine & Freshwater Biology",88
"2006_2012","45","Materials Science",2
"2006_2012","45","Mathematical & Computational Biology",6
"2006_2012","45","Mathematics",1
"2006_2012","45","Medical Subscience",1
"2006_2012","45","Microbiology",95
"2006_2012","45","Multidisciplinary Sciences",18
"2006_2012","45","Mycology",12
"2006_2012","45","Nanoscience & Nanotechnology",1
"2006_2012","45","Neurosciences",1
"2006_2012","45","Obstetrics & Gynecology",1
"2006_2012","45","Oceanography",24
"2006_2012","45","Oncology",2
"2006_2012","45","Ornithology",5
"2006_2012","45","Paleontology",13
"2006_2012","45","Parasitology",5
"2006_2012","45","Pharmacology & Pharmacy",7
"2006_2012","45","Physical Geography",42
"2006_2012","45","Plant Sciences",83
"2006_2012","45","Remote Sensing",3
"2006_2012","45","Reproductive Biology",1
"2006_2012","45","Science & Technology - Other Topics",19
"2006_2012","45","Sociology",1
"2006_2012","45","Soil Science",2
"2006_2012","45","Statistics & Probability",1
"2006_2012","45","Toxicology",3
"2006_2012","45","Transplantation",1
"2006_2012","45","Tropical Medicine",1
"2006_2012","45","Urban Studies",4
